""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"286"	1.80545774009343e-152	1.04171704894983	0.476	0.126	4.89585975381136e-148	"5"	"CEBPB"
"287"	4.16014119850746e-145	0.995653067802388	0.194	0.023	1.12810548879927e-140	"5"	"FAM110A"
"288"	1.04424895326462e-138	1.13564788330733	0.482	0.146	2.83168988656766e-134	"5"	"TIMP1"
"289"	2.09112624081522e-138	0.980344874095128	0.305	0.058	5.67050702721863e-134	"5"	"NFKBIZ"
"290"	2.43727109839308e-135	1.00698129142234	0.523	0.17	6.60914803751252e-131	"5"	"NPC2"
"291"	1.534424254243e-133	0.969672828366317	0.24	0.037	4.16089825023073e-129	"5"	"LILRA5"
"292"	9.41661935180918e-133	0.953332027481938	0.202	0.027	2.55350466963009e-128	"5"	"LILRB2"
"293"	1.00793644398397e-119	0.899629125242576	0.279	0.055	2.73322125515133e-115	"5"	"TNFRSF1B"
"294"	1.35255363816979e-119	0.951483286453411	0.628	0.251	3.66771970062503e-115	"5"	"IFITM2"
"295"	8.30264827163322e-114	0.91580868740932	0.239	0.044	2.25142913181878e-109	"5"	"LYN"
"296"	1.12499148080695e-111	0.926952859676261	0.332	0.081	3.05063939850421e-107	"5"	"CLEC12A"
"297"	2.43534764306444e-106	0.901866791211237	0.397	0.115	6.60393220369785e-102	"5"	"PTPN6"
"298"	6.91384080948529e-94	0.95827023484578	0.202	0.039	1.87482621230813e-89	"5"	"HMOX1"
"299"	9.57711568277982e-91	0.989629362923253	0.321	0.095	2.5970264596994e-86	"5"	"BID"
"300"	3.10019715921773e-79	1.05613360780858	0.248	0.067	8.40680463665073e-75	"5"	"HES4"
"301"	0	2.22669333329404	0.937	0.137	0	"6"	"HIST1H4C"
"302"	0	2.12033210749376	0.984	0.051	0	"6"	"XIST"
"303"	0	2.08867998621532	0.996	0.108	0	"6"	"NGFRAP1"
"304"	0	1.83774381869306	0.99	0.158	0	"6"	"RANBP1"
"305"	0	1.69146797514114	0.974	0.072	0	"6"	"CKB"
"306"	0	1.63329454033508	0.982	0.122	0	"6"	"TUBB"
"307"	0	1.617190635894	0.988	0.181	0	"6"	"H2AFZ"
"308"	0	1.60642357720026	0.98	0.065	0	"6"	"SOX4"
"309"	0	1.52209377882018	0.998	0.262	0	"6"	"MIF"
"310"	0	1.44409024437881	0.99	0.088	0	"6"	"MORF4L2"
"311"	0	1.42559788542271	0.984	0.195	0	"6"	"RAN"
"312"	0	1.42509091968445	0.994	0.154	0	"6"	"YWHAE"
"313"	0	1.39566508977072	0.891	0.015	0	"6"	"RP6-24A23.7"
"314"	0	1.36991879999323	0.935	0.021	0	"6"	"BIRC5"
"315"	0	1.36389894793521	0.97	0.075	0	"6"	"STMN1"
"316"	0	1.34706255738688	0.907	0.048	0	"6"	"HSPA1A"
"317"	0	1.34165564868208	0.99	0.292	0	"6"	"TPI1"
"318"	0	1.33699364400809	0.966	0.079	0	"6"	"NME1"
"319"	0	1.32434648368163	0.984	0.152	0	"6"	"TXN"
"320"	0	1.32327516602253	0.917	0.021	0	"6"	"MDK"
"321"	0	1.32187266567467	0.986	0.13	0	"6"	"SRSF9"
"322"	0	1.30926534141707	0.937	0.024	0	"6"	"CDKN2A"
"323"	0	1.30796569028483	0.954	0.015	0	"6"	"CNN3"
"324"	0	1.30350626504878	0.948	0.025	0	"6"	"KIAA0101"
"325"	0	1.28673285383164	0.956	0.051	0	"6"	"MRPL12"
"326"	0	1.28197157677842	0.954	0.062	0	"6"	"MARCKSL1"
"327"	0	1.28102989856392	0.988	0.176	0	"6"	"PRDX1"
"328"	0	1.27025368161043	0.929	0.031	0	"6"	"UBE2S"
"329"	0	1.26461604331689	0.948	0.07	0	"6"	"YBX3"
"330"	0	1.24650375846501	0.931	0.041	0	"6"	"NME4"
"331"	0	1.23669212941773	0.964	0.095	0	"6"	"C1QBP"
"332"	0	1.23651437349103	0.948	0.074	0	"6"	"SRM"
"333"	0	1.22356813343677	0.964	0.054	0	"6"	"GLO1"
"334"	0	1.22328066343536	0.948	0.035	0	"6"	"EI24"
"335"	0	1.21379676245739	0.937	0.047	0	"6"	"BASP1"
"336"	0	1.20801354521089	0.94	0.046	0	"6"	"PSMB5"
"337"	0	1.18731119096417	0.94	0.049	0	"6"	"HMGA1"
"338"	0	1.18689927853075	0.984	0.173	0	"6"	"TUBA1B"
"339"	0	1.16952283437534	0.94	0.04	0	"6"	"HES4"
"340"	0	1.16653615373906	0.976	0.1	0	"6"	"PARP1"
"341"	0	1.16481413656578	0.948	0.018	0	"6"	"WBP5"
"342"	0	1.16068063617564	0.863	0.017	0	"6"	"HSPA1B"
"343"	0	1.15613008547294	0.962	0.059	0	"6"	"HSPD1"
"344"	0	1.15239825390392	0.97	0.064	0	"6"	"DNPH1"
"345"	0	1.15220123378464	0.988	0.195	0	"6"	"HMGN1"
"346"	0	1.1480591634142	0.873	0.033	0	"6"	"ID3"
"347"	0	1.14340192952363	0.982	0.146	0	"6"	"SNRPB"
"348"	0	1.09962228170744	0.958	0.079	0	"6"	"PHB"
"349"	1.19856009408399e-292	1.11775708271995	0.99	0.222	3.25013540712755e-288	"6"	"SUMO2"
"350"	1.20170255785241e-221	1.14428192715197	0.996	0.49	3.25865682612838e-217	"6"	"GAPDH"
"351"	1.42686205396324e-86	0.76149139863493	0.847	0.344	3.86922183173212e-82	"7"	"IL32"
"352"	1.49487718024727e-80	0.818402129290963	0.442	0.115	4.05365844967652e-76	"7"	"IL7R"
"353"	4.99491995394457e-79	0.75470649098782	0.556	0.169	1.35447244391115e-74	"7"	"TRAC"
"354"	2.2807476017425e-71	0.637812078980305	0.667	0.239	6.18470327164514e-67	"7"	"CD3D"
"355"	2.30543401661821e-68	0.701824108043802	0.326	0.077	6.2516454228636e-64	"7"	"CD2"
"356"	1.51046568900696e-62	0.64413926846088	0.414	0.119	4.09592980888017e-58	"7"	"CD3G"
"357"	6.71296422157868e-62	0.686673597593764	0.812	0.388	1.82035450796549e-57	"7"	"LTB"
"358"	3.41949405688284e-61	0.660647128921656	0.296	0.071	9.2726420340492e-57	"7"	"BCL11B"
"359"	2.23876798984735e-60	0.683437867567056	0.657	0.267	6.07086715806905e-56	"7"	"LDHB"
"360"	1.55197058069213e-50	0.565170717200954	0.442	0.149	4.20847862366286e-46	"7"	"IFITM1"
"361"	4.36265251744478e-50	0.523738044265484	0.488	0.172	1.1830204831555e-45	"7"	"TRBC2"
"362"	5.32203729853894e-49	0.594151388197931	0.282	0.075	1.4431768542448e-44	"7"	"ITM2A"
"363"	8.84221758913211e-44	0.488323890595269	0.38	0.126	2.39774414364495e-39	"7"	"CD3E"
"364"	3.04385721361301e-42	0.4935236743823	0.31	0.094	8.25402760615441e-38	"7"	"LCK"
"365"	7.6448854343973e-42	0.651882921775747	0.206	0.051	2.07306358324551e-37	"7"	"LEF1"
"366"	2.10200606624776e-39	0.440658347248221	0.507	0.202	5.70000984984405e-35	"7"	"PCED1B-AS1"
"367"	7.55966892597936e-37	0.613927703896745	0.4	0.161	2.04995542265782e-32	"7"	"NOSIP"
"368"	1.43190851229005e-35	0.422231906137069	0.132	0.026	3.88290631277693e-31	"7"	"CD6"
"369"	1.65387383627923e-35	0.473298491295531	0.41	0.158	4.48480968183838e-31	"7"	"TRAF3IP3"
"370"	4.02582881365285e-35	0.488216515782316	0.292	0.095	1.09168399939824e-30	"7"	"LINC00861"
"371"	2.2720691106356e-34	0.538337795329819	0.236	0.071	6.16116980731055e-30	"7"	"CD27"
"372"	2.66949147477712e-34	0.462373944210458	0.139	0.029	7.23886003215312e-30	"7"	"TRAT1"
"373"	2.54133460630859e-33	0.467804596329377	0.275	0.09	6.891337051927e-29	"7"	"CD7"
"374"	2.01151721266244e-32	0.439483196493133	0.65	0.344	5.45463122557673e-28	"7"	"CALM1"
"375"	4.41084064445844e-32	0.446301751098504	0.433	0.18	1.1960876575578e-27	"7"	"GIMAP7"
"376"	1.16133819539731e-31	0.467703134073741	0.162	0.04	3.14920078445889e-27	"7"	"CCR7"
"377"	4.50156816294694e-31	0.496332859417488	0.199	0.058	1.22069023874632e-26	"7"	"PRKCQ-AS1"
"378"	5.32137602973923e-31	0.468345865648595	0.116	0.023	1.44299753798439e-26	"7"	"CAMK4"
"379"	2.83894214446596e-30	0.489616086505091	0.148	0.036	7.69835941314834e-26	"7"	"SPOCK2"
"380"	3.07311103533953e-29	0.401590976102429	0.12	0.026	8.3333551945302e-25	"7"	"DGKA"
"381"	4.73422813279243e-29	0.460327535786201	0.125	0.028	1.28378064276932e-24	"7"	"MAL"
"382"	1.0337398932597e-28	0.39305377065368	0.252	0.085	2.80319246855234e-24	"7"	"ETS1"
"383"	1.20681651899388e-28	0.425520459860638	0.331	0.128	3.27252435455571e-24	"7"	"ISG20"
"384"	1.53696760868247e-28	0.490270926939055	0.137	0.033	4.16779506446424e-24	"7"	"CD8B"
"385"	1.68970423646747e-28	0.489129941965101	0.218	0.071	4.58197097802884e-24	"7"	"TCF7"
"386"	3.14355486717308e-28	0.421959181029708	0.178	0.051	8.52437773331324e-24	"7"	"PIK3IP1"
"387"	1.1997256830564e-27	0.423561171955701	0.387	0.167	3.25329613474403e-23	"7"	"AES"
"388"	1.28809793687922e-27	0.486485088408411	0.405	0.186	3.49293517543537e-23	"7"	"HSPA8"
"389"	1.68941051733715e-27	0.402213708535899	0.838	0.542	4.58117449986315e-23	"7"	"RPSA"
"390"	5.06435563019383e-25	0.389567362688205	0.287	0.112	1.37330131623966e-20	"7"	"IL2RG"
"391"	8.29991330658356e-25	0.474187702811151	0.171	0.052	2.25068749134626e-20	"7"	"RP11-138A9.2"
"392"	3.97941705440622e-24	0.41728376203126	0.532	0.274	1.07909852264333e-19	"7"	"NPM1"
"393"	2.09675826782057e-22	0.393642177457496	0.296	0.125	5.68577939484903e-18	"7"	"AAK1"
"394"	1.60347382298285e-19	0.421209926710982	0.299	0.137	4.3481399657826e-15	"7"	"LEPROTL1"
"395"	2.93520266757666e-18	0.384689754215272	0.139	0.045	7.95938907366763e-14	"7"	"FKBP11"
"396"	9.74239346592426e-18	0.403411634331906	0.167	0.061	2.64184483615468e-13	"7"	"RCAN3"
"397"	1.86487533285488e-17	0.398484342216389	0.278	0.131	5.05698244010257e-13	"7"	"SVIP"
"398"	2.86601415920958e-17	0.407384144910555	0.118	0.036	7.77177059552862e-13	"7"	"PBXIP1"
"399"	2.29288477164889e-12	0.484955836693403	0.215	0.108	6.21761563528029e-08	"7"	"ITGB1"
"400"	5.82714076374777e-07	0.383387495806461	0.248	0.157	0.0158014576090548	"7"	"HMGB2"
"401"	2.2510087701073e-156	0.981733941806517	0.58	0.088	6.10406048189996e-152	"8"	"IGHM"
"402"	9.68772980431597e-117	0.992912502958244	0.38	0.051	2.62702169103636e-112	"8"	"IGHD"
"403"	5.72094957687198e-115	0.99110717773182	0.424	0.063	1.55134989676037e-110	"8"	"MS4A1"
"404"	2.43980112937368e-107	0.982864230193804	0.444	0.073	6.6160087225226e-103	"8"	"CD79A"
"405"	9.0925177919875e-80	0.846256011419444	0.475	0.104	2.46561804965325e-75	"8"	"CD79B"
"406"	5.69427821038505e-67	0.695409540478306	0.98	0.524	1.54411742231012e-62	"8"	"CD74"
"407"	3.55936939913237e-61	0.719044732544739	0.203	0.028	9.65194199962726e-57	"8"	"BANK1"
"408"	3.12439612662823e-58	0.741561858227849	0.264	0.047	8.47242497657777e-54	"8"	"LINC00926"
"409"	9.5660229551382e-54	0.679788285881729	0.22	0.036	2.59401844474482e-49	"8"	"TCL1A"
"410"	2.54892587161176e-48	0.635231523381834	0.153	0.02	6.91192228604961e-44	"8"	"RP11-693J15.5"
"411"	8.79060410357668e-48	0.506843665292082	0.875	0.393	2.38374811476689e-43	"8"	"HLA-DRA"
"412"	3.94396343890872e-39	0.607727429930176	0.793	0.394	1.06948456572888e-34	"8"	"LTB"
"413"	3.59692706811729e-36	0.478880347660867	0.627	0.259	9.75378713061365e-32	"8"	"HLA-DPB1"
"414"	3.86005956155964e-32	0.554796887397631	0.505	0.196	1.04673235130813e-27	"8"	"PTPRCAP"
"415"	1.07685145685374e-31	0.616862576978395	0.125	0.021	2.92009809555029e-27	"8"	"ADAM28"
"416"	5.03687288636869e-29	0.472170788100973	0.102	0.015	1.3658488205966e-24	"8"	"FAM129C"
"417"	2.29976457368121e-28	0.571868910823404	0.583	0.269	6.23627159445133e-24	"8"	"CD37"
"418"	2.53805129712437e-28	0.588878319813062	0.42	0.164	6.88243370241215e-24	"8"	"NKG7"
"419"	4.29469142303893e-27	0.466123927636498	0.536	0.233	1.16459147318547e-22	"8"	"HLA-DPA1"
"420"	6.06576678712309e-26	0.394103190831442	0.475	0.199	1.64485397966417e-21	"8"	"CCL5"
"421"	6.44846269809956e-25	0.528452874191517	0.176	0.044	1.74862962984366e-20	"8"	"PRF1"
"422"	2.59823331187443e-24	0.488824027952481	0.129	0.026	7.04562927180989e-20	"8"	"VPREB3"
"423"	3.3814884091045e-24	0.509762265962163	0.136	0.029	9.16958211896866e-20	"8"	"FGFBP2"
"424"	2.30429891419461e-23	0.493222811353197	0.325	0.12	6.24856736562154e-19	"8"	"RCSD1"
"425"	1.74898235468059e-21	0.709796530999754	0.346	0.147	4.74271545118736e-17	"8"	"GNLY"
"426"	2.49587878888857e-21	0.531881355712719	0.298	0.112	6.76807451182914e-17	"8"	"HLA-DQB1"
"427"	6.51176628872941e-21	0.529234793748383	0.366	0.153	1.76579566451476e-16	"8"	"CXCR4"
"428"	1.93048500342615e-20	0.468481507049229	0.102	0.021	5.23489618379068e-16	"8"	"RALGPS2"
"429"	2.13834043589016e-20	0.576971593685893	0.112	0.024	5.79853776000335e-16	"8"	"SEL1L3"
"430"	5.48116923609987e-20	0.402937491251897	0.288	0.107	1.4863286617532e-15	"8"	"GZMA"
"431"	5.9106888891882e-19	0.509706570579062	0.231	0.08	1.60280150608117e-14	"8"	"CST7"
"432"	6.91894751476817e-19	0.457225113705548	0.102	0.022	1.87621099757968e-14	"8"	"CD22"
"433"	2.65542129019909e-18	0.46422985882708	0.22	0.077	7.20070591263288e-14	"8"	"HLA-DQA1"
"434"	6.28376222978461e-18	0.47688452634157	0.139	0.038	1.70396780385069e-13	"8"	"HVCN1"
"435"	3.42765956081715e-17	0.488011288395857	0.129	0.034	9.29478443106787e-13	"8"	"KLRF1"
"436"	1.04171251598813e-15	0.412771768016756	0.481	0.258	2.82481182960502e-11	"8"	"PNISR"
"437"	1.89942720471988e-15	0.523318646672118	0.197	0.071	5.1506767510389e-11	"8"	"CTSW"
"438"	1.40782610997316e-14	0.393246441572122	0.146	0.046	3.81760206241421e-10	"8"	"FAIM3"
"439"	2.20193568340157e-14	0.454319197747384	0.153	0.051	5.97098899268004e-10	"8"	"BCL11A"
"440"	1.21712937775807e-12	0.435232461007317	0.119	0.037	3.30048973366655e-08	"8"	"TRIM38"
"441"	1.38403253530378e-12	0.40907807897448	0.149	0.052	3.75308102598326e-08	"8"	"RHOH"
"442"	4.18547664738216e-12	0.421682967065131	0.475	0.283	1.13497570247062e-07	"8"	"GLTSCR2"
"443"	1.2060466297098e-11	0.396220779846401	0.217	0.095	3.27043664578407e-07	"8"	"POU2F2"
"444"	9.41799040235084e-11	0.528604010450539	0.142	0.055	2.55387645740548e-06	"8"	"SMIM14"
"445"	2.14879767541376e-10	0.422930964118414	0.21	0.094	5.8268946564195e-06	"8"	"CD69"
"446"	6.62073358793332e-10	0.49200658646779	0.115	0.042	1.79534432703988e-05	"8"	"CXXC5"
"447"	2.15140449231626e-09	0.401012994348313	0.315	0.178	5.83396356181399e-05	"8"	"TNRC6B"
"448"	1.18621389001785e-08	0.420220890097127	0.166	0.075	0.000321665620556141	"8"	"STK17A"
"449"	3.61581165813763e-07	0.50923612112803	0.125	0.058	0.00980499647337181	"8"	"TPD52"
"450"	3.83633738881114e-07	0.424343711244474	0.125	0.057	0.0104029960972392	"8"	"SLC38A1"
"451"	0	2.25469718831666	0.648	0.002	0	"9"	"FCER1A"
"452"	0	1.93185507953102	0.776	0.067	0	"9"	"HLA-DQA1"
"453"	0	1.9097454091234	0.511	0.006	0	"9"	"CLEC10A"
"454"	0	1.53822823389598	0.397	0.01	0	"9"	"CD1C"
"455"	2.75303206963343e-218	1.64504455747779	0.795	0.104	7.46539706322497e-214	"9"	"HLA-DQB1"
"456"	2.4907081995318e-199	1.46098039528393	0.539	0.05	6.75405342467038e-195	"9"	"HLA-DQA2"
"457"	1.90270560603501e-184	2.06634805877574	0.954	0.227	5.15956679188515e-180	"9"	"HLA-DPA1"
"458"	1.80613111477658e-181	2.15220180483508	0.973	0.255	4.89768574393965e-177	"9"	"HLA-DPB1"
"459"	1.91129596398806e-176	1.35508369482895	0.79	0.119	5.18286126554641e-172	"9"	"HLA-DMA"
"460"	4.90810501406127e-155	1.78419958670212	0.991	0.315	1.330930836663e-150	"9"	"HLA-DRB1"
"461"	1.55035840092827e-152	1.95838852014167	0.991	0.394	4.20410687579719e-148	"9"	"HLA-DRA"
"462"	7.34945881218968e-136	1.62961188718779	1	0.361	1.99295274610148e-131	"9"	"CST3"
"463"	3.13558408893917e-125	1.0844523079935	0.429	0.049	8.50276337397635e-121	"9"	"CSF2RA"
"464"	1.1314151842765e-123	1.59854676246476	1	0.527	3.06805855520259e-119	"9"	"CD74"
"465"	1.7891260810286e-120	1.34791562958103	0.553	0.084	4.85157319392526e-116	"9"	"HLA-DRB5"
"466"	4.08558955151127e-119	0.910662472829496	0.251	0.018	1.10788931868331e-114	"9"	"GSN"
"467"	9.10998467690901e-101	1.06532535315632	0.648	0.125	2.47035454483742e-96	"9"	"LGALS2"
"468"	5.97146328377149e-99	0.73194472613897	0.21	0.015	1.61928169866031e-94	"9"	"PLD4"
"469"	4.50996276904579e-97	0.893615270631009	0.534	0.088	1.22296660408215e-92	"9"	"AMICA1"
"470"	2.00401168451832e-95	0.893781260630222	0.461	0.07	5.43427848490832e-91	"9"	"HLA-DMB"
"471"	2.87456121847592e-91	0.757211742419224	0.201	0.015	7.79494765614116e-87	"9"	"NDRG2"
"472"	1.0262260313502e-85	0.868107795195012	1	0.89	2.78281712921233e-81	"9"	"ACTB"
"473"	8.8316757858939e-85	0.943563759789367	0.566	0.113	2.39488552286085e-80	"9"	"CTSZ"
"474"	1.90661130832081e-82	1.02687011674717	0.374	0.056	5.17015788477355e-78	"9"	"CPVL"
"475"	1.02949249811249e-80	0.89599158445951	0.47	0.083	2.79167480713164e-76	"9"	"IGSF6"
"476"	1.15231820124487e-80	1.08387912294637	0.726	0.195	3.1247412663157e-76	"9"	"ANXA2"
"477"	4.36972754993321e-76	0.784351036312248	0.521	0.101	1.18493901971539e-71	"9"	"PTPRE"
"478"	5.1261894272913e-76	0.746165674900059	0.986	0.339	1.39006878699858e-71	"9"	"LYZ"
"479"	7.26185869828128e-74	0.825381678206006	0.393	0.064	1.96919822321293e-69	"9"	"RNASE6"
"480"	7.44610227297008e-74	0.891882336286799	0.347	0.053	2.0191595533613e-69	"9"	"PAK1"
"481"	4.00919285923726e-67	0.792508639481972	0.589	0.145	1.08717282763937e-62	"9"	"GRN"
"482"	4.87394244304477e-65	0.78984336308641	0.416	0.079	1.32166697228045e-60	"9"	"CAPG"
"483"	6.32582042414434e-64	0.728863329205296	0.251	0.033	1.71537272441522e-59	"9"	"ALDH2"
"484"	6.11443386685081e-61	0.762731510179195	0.374	0.07	1.65805103167393e-56	"9"	"CTSH"
"485"	1.60209214729198e-59	0.690038072599416	0.589	0.146	4.34439327581166e-55	"9"	"C1orf162"
"486"	1.02636544994351e-56	0.807925994496319	0.808	0.276	2.78319519061182e-52	"9"	"COTL1"
"487"	5.30572241311601e-56	0.682008553242755	0.516	0.123	1.43875274676467e-51	"9"	"SPI1"
"488"	2.14764936556088e-55	0.734574208101338	0.434	0.093	5.82378078459145e-51	"9"	"CFP"
"489"	4.03147934505361e-55	0.705929525257244	0.416	0.088	1.09321625399819e-50	"9"	"SAMHD1"
"490"	2.33811794855716e-53	0.741421070787614	0.945	0.392	6.34027444110246e-49	"9"	"LGALS1"
"491"	2.83388840905655e-53	0.710826371159134	0.562	0.155	7.68465519883864e-49	"9"	"H2AFY"
"492"	1.28763508650895e-51	0.726240976852203	0.877	0.331	3.49168006408632e-47	"9"	"GSTP1"
"493"	3.32092049225888e-51	0.670354085447448	0.333	0.063	9.00534009885839e-47	"9"	"LY86"
"494"	2.19078785797896e-49	0.831161443396668	0.388	0.086	5.94075943448153e-45	"9"	"GPR183"
"495"	9.26120376120402e-48	0.861958347632515	0.758	0.293	2.51136062392569e-43	"9"	"VIM"
"496"	1.32273809564799e-43	0.685146844788766	0.484	0.138	3.58686889396865e-39	"9"	"GDI2"
"497"	1.100107034753e-42	0.763282203157091	0.164	0.022	2.98316024613971e-38	"9"	"ENHO"
"498"	1.16718032429319e-38	0.914820050325104	0.411	0.115	3.16504288538586e-34	"9"	"MS4A6A"
"499"	1.33254456276877e-36	0.704716897012271	0.781	0.35	3.61346109086007e-32	"9"	"S100A10"
"500"	9.61813512057492e-35	0.666388903676104	0.251	0.055	2.6081497006463e-30	"9"	"MGST2"
"501"	2.96466476251401e-153	1.30459740699387	0.799	0.14	8.03928143650924e-149	"10"	"GNLY"
"502"	1.59362790094162e-100	0.986123918229677	0.74	0.16	4.3214407789834e-96	"10"	"NKG7"
"503"	1.68585776912034e-72	0.872643532544473	0.361	0.056	4.57154051252363e-68	"10"	"GZMH"
"504"	1.79775343033985e-69	0.794968220253602	0.954	0.34	4.87496797705257e-65	"10"	"LYZ"
"505"	1.06212803843929e-68	0.869271586403987	0.941	0.35	2.88017260183582e-64	"10"	"FOS"
"506"	2.21500289282153e-68	0.770504965144182	0.945	0.342	6.00642334446414e-64	"10"	"S100A8"
"507"	6.20206382414183e-68	0.713819860333629	0.959	0.345	1.68181364719254e-63	"10"	"S100A9"
"508"	1.81938548578804e-61	0.910288102119503	0.297	0.045	4.93362762181143e-57	"10"	"KLRD1"
"509"	3.77028219692325e-49	0.751798653919034	0.717	0.254	1.02238742333968e-44	"10"	"RP11-1143G9.4"
"510"	5.25213921642533e-47	0.709766012236917	0.918	0.393	1.42422259131806e-42	"10"	"TYROBP"
"511"	4.58439464793836e-46	0.737654590338683	0.219	0.033	1.24315029668144e-41	"10"	"KLRF1"
"512"	2.00153014863874e-45	0.81194850142553	0.183	0.024	5.42754930406367e-41	"10"	"SPON2"
"513"	9.16600038872553e-41	0.70402914614945	0.342	0.079	2.4855443254107e-36	"10"	"CST7"
"514"	1.39089427042346e-40	0.808896005910591	0.178	0.026	3.7716879931073e-36	"10"	"CLIC3"
"515"	1.26410942568353e-39	0.858962409562952	0.516	0.165	3.42788552962603e-35	"10"	"S100A12"
"516"	2.62884897302063e-39	0.610745764171553	0.406	0.106	7.12864976014004e-35	"10"	"GZMA"
"517"	4.06112791587059e-39	0.699712100135134	0.237	0.044	1.10125605694663e-34	"10"	"GZMB"
"518"	1.06823839027856e-38	0.662956587803061	0.187	0.029	2.89674204291837e-34	"10"	"FGFBP2"
"519"	5.04344166193851e-38	0.785678114923321	0.502	0.163	1.36763007546787e-33	"10"	"VCAN"
"520"	2.80451755989202e-37	0.748309813612126	0.233	0.044	7.60501026715919e-33	"10"	"PRF1"
"521"	6.76289208156702e-36	0.679227855947889	0.384	0.103	1.83389344575853e-31	"10"	"CD14"
"522"	2.81556960625365e-35	0.585064850003296	0.648	0.241	7.63498010127804e-31	"10"	"FCN1"
"523"	3.16443650839909e-35	0.572571129077482	0.854	0.394	8.5810024798258e-31	"10"	"LGALS1"
"524"	2.29237340714949e-34	0.678677633954996	0.699	0.291	6.21622896816728e-30	"10"	"DUSP1"
"525"	3.95704207152039e-34	0.642305864862483	0.877	0.471	1.07303109853419e-29	"10"	"NEAT1"
"526"	4.34407709217514e-34	0.541283158645522	0.776	0.321	1.17798338508513e-29	"10"	"FCER1G"
"527"	3.14398945141475e-33	0.712161456771372	0.425	0.13	8.52555619540137e-29	"10"	"LGALS2"
"528"	6.81746306657302e-31	0.645997620066459	0.447	0.148	1.84869145976261e-26	"10"	"MNDA"
"529"	4.39339151760657e-29	0.575838881903455	0.639	0.268	1.19135597782937e-24	"10"	"CTSS"
"530"	1.30882326373427e-28	0.586906704464319	0.653	0.288	3.54913604426821e-24	"10"	"GPX1"
"531"	3.972477106828e-28	0.649046073632276	0.653	0.29	1.07721661705855e-23	"10"	"SRGN"
"532"	1.14395988663863e-25	0.531477720715945	0.571	0.235	3.10207602459797e-21	"10"	"IFI30"
"533"	5.79309881329881e-25	0.579956087751595	0.342	0.109	1.57091460520224e-20	"10"	"CEBPD"
"534"	7.48417461812642e-25	0.644497761650446	0.288	0.084	2.02948363119734e-20	"10"	"CLEC7A"
"535"	7.30046623118953e-22	0.915997113026801	0.274	0.088	1.97966742791166e-17	"10"	"CMC1"
"536"	5.64986984858231e-21	0.594804854505182	0.324	0.113	1.53207520684007e-16	"10"	"GCA"
"537"	3.27882203092627e-20	0.640135952844168	0.265	0.083	8.89118170126276e-16	"10"	"CSF3R"
"538"	4.29560971569025e-19	0.510561312417765	0.174	0.044	1.16484048660372e-14	"10"	"TNFAIP2"
"539"	5.33695163174328e-19	0.513698245141247	0.256	0.081	1.44722117397983e-14	"10"	"CD36"
"540"	7.28443997801918e-19	0.624786810091172	0.397	0.169	1.97532158883946e-14	"10"	"ID2"
"541"	8.09042844022514e-16	0.549423933007097	0.511	0.265	2.19388148013585e-11	"10"	"PCBP1"
"542"	3.06264806655939e-15	0.560516256281135	0.155	0.043	8.30498276208909e-11	"10"	"SGK1"
"543"	3.67433530665536e-14	0.523608758051877	0.237	0.086	9.96369505105734e-10	"10"	"RGS2"
"544"	1.34892852784871e-13	0.504031243793948	0.329	0.144	3.65788948896735e-09	"10"	"EFHD2"
"545"	1.90103831863035e-13	0.563483037694066	0.192	0.064	5.15504560862993e-09	"10"	"DUSP6"
"546"	3.91547568972807e-13	0.548482022010145	0.11	0.027	1.06175954278356e-08	"10"	"LRP1"
"547"	3.35338812096351e-12	0.501094549448565	0.265	0.11	9.09338256761676e-08	"10"	"ZEB2"
"548"	1.53568369060848e-10	0.523131524072808	0.178	0.066	4.16431346382302e-06	"10"	"RNU5D-1"
"549"	3.26667883202568e-08	0.513253853886107	0.114	0.04	0.000885825298880403	"10"	"CD4"
"550"	7.43226536599772e-08	0.547881514252206	0.155	0.066	0.0020154073992976	"10"	"STARD3NL"
"551"	0	3.23334471547232	0.951	0.013	0	"11"	"MZB1"
"552"	0	2.49978274456585	0.852	0.004	0	"11"	"TNFRSF17"
"553"	0	2.12802871321668	0.525	0.006	0	"11"	"AL928768.3"
"554"	0	1.75332543466044	0.77	0.01	0	"11"	"DERL3"
"555"	2.00856229184361e-266	5.34185594033134	1	0.048	5.44661836679231e-262	"11"	"IGJ"
"556"	3.67080989760862e-257	1.17043238462858	0.377	0.005	9.95413519934531e-253	"11"	"CD38"
"557"	1.62715019029119e-238	1.04244178465078	0.492	0.01	4.41234317101263e-234	"11"	"POU2AF1"
"558"	1.0766579079156e-206	1.46460578239934	0.23	0.002	2.91957324889475e-202	"11"	"IGLC7"
"559"	5.42673235086063e-202	6.16342622941197	0.754	0.034	1.47156701158288e-197	"11"	"IGHA1"
"560"	5.76573412297558e-192	1.28477394024655	0.148	0.001	1.56349412212729e-187	"11"	"IGLV1-44"
"561"	6.87747411653407e-185	4.04407422242248	0.279	0.004	1.86496465618054e-180	"11"	"IGHG4"
"562"	3.62841680920619e-181	4.09853942595706	0.311	0.005	9.83917786152442e-177	"11"	"IGHG3"
"563"	3.2870575083584e-176	3.61739315135741	0.344	0.007	8.91351384541549e-172	"11"	"IGLL5"
